I,ID,ID1,LONV,LATV,COG_G,DA,CO_STOCK,DEM,AnalyticalHillshading,Slope,Aspect,CrossSectionalCurvature,LongitudinalCurvature,CovergenceIndex,ClosedDepressions,FlowAccumulation,TopographicWetnessIndex,LSFactor,ChannelNetworkBaseLevel,VerticalDistanceToChannelNetwork,ValleyDepth,RelativeSlopePosition,DEMSRE3a,etmnts3a,evmmod3a,g01igb3a,g02esa3a,g02igb3a,g03esa3a,g04esa3a,g04igb3a,g05esa3a,g06esa3a,g10igb3a,g11esa3a,g11igb3a,g12igb3a,g14esa3a,g15esa3a,g16esa3a,g18esa3a,g19esa3a,g21esa3a,gacgem3a,gachws3a,galhws3a,garhws3a,gcmhws3a,geaisg3a,gflhws3a,gfrhws3a,gglhws3a,ghshws3a,gkshws3a,glcesa3a,glcjrc3a,glphws3a,glvhws3a,glwwwf3a,glxhws3a,gphhws3a,gplhws3a,grghws3a,gsnhws3a,gsthws3a,gumhws3a,gvrhws3a,iflgre3a,inmsre3a,inssre3a,l02igb3a,l04igb3a,l05igb3a,l06igb3a,l07igb3a,l08igb3a,l09igb3a,l10igb3a,l11igb3a,l12igb3a,l13igb3a,l14igb3a,l3pobi3b,lammod3a,lasmod3a,ln1dms3a,ln2dms3a,lnmdms3a,opisre3a,px1wcl3a,px2wcl3a,px3wcl3a,px4wcl3a,SLPSRT3a,smkisr3a,tdhmod3a,tdlmod3a,tdmmod3a,tdsmod3a,tnhmod3a,tnlmod3a,tnmmod3a,tnsmod3a,twisre3a,tx1mod3a,tx2mod3a,tx3mod3a,tx4mod3a,tx5mod3a,tx6mod3a,wmkmod3a,precivs,dem30vs,ndvivs,tempovs,tempevs,acrisolvs,alisolvs,drenajevs,suelostvs,cober1vs,geolovs,arenovs,cambivs,ferravs,fluvivs,gleyvs,histo1vs,histo2vs,leptovs,luvivs,Phaevs
38,148,147,-62.1520,8.7480,4.812,1.55,2.24,13.72222043,1.268037319,1.459828258,0.380460203,1389.302734,2683.219238,3.991282225,-4.70E-09,6.94E-05,-8.209835052,2.780720949,10.37382126,3.348399162,467.8098145,0.00710674,14,14860,4557,14,0,14,25,0,14,75,0,14,0,14,14,0,0,0,0,0,0,105,0,0,0,0,72,0,0,100,0,0,40,17,0,0,0,0,0,0,0,0,0,0,0,0,33,20.67418671,0,0,0,0,0,0,0,0,0,0,0,100,1,44,22,0,NA,NA,1570,100,43,158,105,0,1,34,23,28,3,26,20,23,2,135,26,28,30,28,30,29,0,1220,13.00839996,2734,28.66650009,263,0,0,32,3,14,111,0,0,0,0,100,0,9.867199898,0,0,0
316,149,148,-68.1920,10.1980,19.222,1.45,8.36,803.3339113,1.958178878,1.570737958,1.349026322,10292.99023,-438211.3438,1.243761063,1.20E-05,0.000163878,-14.21242714,3.823165417,424.2364502,379.0974731,653.190918,0.367239892,784,12176,4088,14,0,14,25,75,14,0,0,14,0,14,14,0,0,0,0,0,0,32,0,0,0,70,38,0,0,0,0,0,30,15,0,30,0,0,0,0,0,0,0,0,0,0,37,21.06327629,0,0,0,0,0,0,0,0,0,0,0,100,5,15,7,-93,2,21,1478,41,32,164,143,47,1,35,20,27,3,21,16,19,1,86,28,33,31,26,27,27,0,1147,814,7014,23.45999908,230,0,0,42,5,14,123,0,70,0,0,0,0,0,0,30,0
33,151,150,-62.0780,8.8420,14.632,1.4,6.15,6.638908757,1.044901133,1.553727388,0.002049295,-300.2637024,-150.6151886,40.01930237,3.691327572,0.004319236,-5.030315876,7.70327425,10.326931,0.003305435,475.434082,6.95E-06,6,12668,3047,12,0,11,0,0,11,0,0,11,50,11,11,50,0,0,0,0,0,132,0,0,0,0,72,0,0,100,0,0,140,1,0,0,0,0,0,0,0,0,0,0,0,0,33,20.78342819,0,0,0,0,0,0,0,0,80,20,0,0,1,21,15,2,NA,NA,1569,108,49,171,117,1,1,31,23,26,1,27,16,24,3,135,25,28,27,27,27,27,0,1348,6.031099796,4809,28.71850014,263,0,0,23,3,12,111,0,0,0,0,100,0,13.09879971,0,0,0
219,153,152,-64.2320,10.3670,7.727,1.5,3.48,173.7220575,0.797489464,1.570667267,5.3414464,154999.2188,270357.5625,3.691703796,3.70E-06,0.000413736,-11.79967785,5.285301685,74.78946686,98.9325943,1145.192627,0.079519801,129,14990,4458,8,0,8,0,0,14,0,0,8,0,8,8,0,0,100,0,0,0,55,0,0,0,55,11,0,0,0,0,0,160,15,0,0,0,20,0,0,25,0,0,0,0,0,33,20.92376328,0,0,0,0,0,80,0,0,0,0,0,20,6,24,14,-30,1,7,1517,75,15,144,172,17,1,32,25,28,2,24,19,22,1,88,27,32,33,29,28,27,0,1364,250,5091,27.12599945,250,0,0,42,5,8,118,0,55,0,0,0,0,0.0067,0,0,0
105,156,154,-71.8670,10.7830,12.87,1.5,5.79,80.83335723,1.834007502,1.56986928,1.162454724,64780.50781,53812.73047,21.04586792,1.53E-06,0.000168722,-11.41807175,3.845504761,23.43022537,57.40313339,332.454834,0.147241145,80,10506,4121,9,0,10,0,100,9,0,0,9,0,9,9,0,0,0,0,0,0,30,0,0,0,0,72,0,0,0,0,0,30,13,0,100,0,0,0,0,0,0,0,0,0,0,34,20.74036026,0,0,0,0,0,0,80,20,0,0,0,0,7,14,7,-43,5,10,1567,37,19,71,116,3,1,34,23,30,3,26,20,23,1,128,29,34,31,32,34,27,0,726,86,4344,28.19199944,276,0,0,10,6,12,109,0,0,0,0,0,0,0,0,100,0
90,157,155,-72.2500,10.4830,14.128,1.5,6.36,68.27776799,1.916958928,1.566796303,3.425390244,-40864.19531,-9231.264648,-13.78378677,3.01E-06,0.012668878,-4.944217682,10.47775555,61.65306854,6.624702454,919.0344238,0.007156741,66,10457,4840,12,0,12,0,100,9,0,0,14,0,9,9,0,0,0,0,0,0,86,100,0,0,0,80,0,0,0,0,0,30,13,0,0,0,0,0,0,0,0,0,0,0,0,34,20.69944191,0,0,0,0,0,0,40,0,0,40,0,20,7,15,8,NA,1,NA,1567,58,47,134,146,1,1,35,20,29,3,25,17,22,2,135,29,36,28,31,31,27,0,1163,67,6347,28.31550026,275,100,0,21,3,14,112,0,0,0,0,0,0,0.2861,0,0,0
37,158,156,-71.9700,11.6200,2,1.55,0.93,13.32637804,2.252939463,1.566892385,2.823958635,-8026.473145,-3317.23999,13.47963142,-1.67E-07,8.74E-05,-11.04355335,3.10884285,10.38970375,2.936674118,754.4389648,0.003877434,14,7659,1962,14,0,14,0,50,7,0,0,12,0,7,10,25,25,0,0,0,0,200,0,0,0,0,72,0,0,0,0,0,30,14,0,0,0,0,0,0,0,100,0,0,0,0,34,20.67318153,0,0,0,0,40,0,0,0,0,20,0,40,7,5,2,2,NA,NA,1569,36,10,25,68,1,1,41,23,32,4,27,21,24,2,135,32,34,35,34,36,31,0,419,13.00529957,3056,28.67300034,287,0,0,10,6,12,111,0,0,0,0,0,0,0.74879998,0,0,0
27,159,157,-72.4170,9.3330,10.048,1.45,4.37,10.36110417,2.354242563,1.567645669,2.30790329,8872.876953,8890.614258,5.63285923,-1.62E-07,0.000237459,-9.620898247,4.313115597,8.301662445,2.059441566,1228.590088,0.001673459,9,15338,4849,2,0,2,0,0,2,0,0,2,0,2,2,0,0,100,0,0,0,536,0,0,0,0,72,0,0,100,0,0,160,7,0,0,4,0,0,0,0,0,0,0,0,0,34,20.67318153,100,0,0,0,0,0,0,0,0,0,0,0,1,44,22,2,NA,NA,1569,112,56,216,230,1,1,32,20,27,2,26,14,22,3,133,26,28,28,27,28,26,0,1843,9.010899544,5416,28.69249916,284,0,0,23,5,2,111,0,0,0,0,100,0,12.93599987,0,0,0
226,160,158,-72.6800,10.0000,17.145,1.5,7.72,221.3610359,2.355715752,1.570555687,2.385130405,-36082.50781,-448028.7188,2.300791979,2.36E-06,0.000251132,-12.55727577,4.010056019,169.7123871,51.64865112,1961.901123,0.025650546,208,17098,5133,9,0,14,0,0,14,100,0,14,0,14,14,0,0,0,0,0,0,148,0,0,0,100,11,0,0,0,0,0,40,17,0,0,0,0,0,0,0,0,0,0,0,0,35,20.6575737,0,0,0,0,0,0,20,0,0,0,0,80,6,25,15,0,-1,NA,1526,104,105,212,233,9,1,31,21,27,2,24,16,21,2,107,27,33,29,27,29,26,0,1947,211,6197,27.37949944,265,0,0,42,3,14,11,0,100,0,0,0,0,0.82130003,0,0,0
17,161,159,-72.0100,11.3500,3.975,1.35,1.61,6.972226259,1.926719308,1.565489173,1.302218199,4830.833984,-7148.070313,3.384755611,-1.16E-07,0.000645232,-8.331898689,5.028685093,5.99622345,0.976002693,744.251709,0.00130967,7,8351,2659,7,0,7,0,50,7,0,0,12,0,12,12,50,0,0,0,0,0,101,0,0,0,0,72,60,0,0,0,0,30,14,0,0,0,0,0,0,0,0,0,0,40,0,33,20.69725037,0,0,0,0,60,0,0,0,0,40,0,0,7,6,4,-21,NA,5,1570,67,8,36,111,0,1,39,25,30,3,28,14,24,3,135,30,33,34,32,36,29,0,655,5.004399776,2646,28.72500038,283,0,0,10,6,12,111,0,0,0,60,0,0,0.985000014,0,0,0
15,162,160,-72.2500,9.1670,9.925,1.45,4.32,3.555554966,2.302201271,1.551545024,2.03671813,-1720.029297,-2221.32959,-6.146203518,0.145131961,0.003359025,-4.700318813,8.032730103,3.700686932,0,1161.477539,0,3,15873,4768,9,0,9,25,75,2,0,0,2,0,2,2,0,0,0,0,0,0,200,0,0,0,0,72,0,0,100,0,0,30,16,0,0,4,0,0,0,0,0,0,0,0,0,33,20.67418671,60,0,0,0,0,0,40,0,0,0,0,0,1,19,11,2,NA,NA,1569,109,51,165,178,0,1,31,23,27,2,26,17,24,2,134,26,30,28,29,28,26,0,1497,4.041100025,8688,28.72500038,286,0,0,23,5,14,111,0,0,0,0,100,0,17.87599945,0,0,0
18,163,161,-72.2500,9.2500,8.017,1.6,3.85,3.555559631,1.899151206,1.547649503,1.265489101,-3290.265869,-3585.822998,-8.524236679,0.203269243,0.000379144,-7.390621185,4.519899845,3.758828878,0,1183.560791,0,4,14442,3817,11,0,11,0,0,11,100,0,11,0,11,11,0,0,0,0,0,0,237,0,0,0,0,72,0,0,0,0,0,40,20,0,0,4,0,0,0,0,0,0,0,0,0,33,20.69725037,0,0,0,0,0,0,0,0,100,0,0,0,1,27,18,2,NA,NA,1570,106,50,171,186,0,1,30,16,26,3,27,22,25,1,134,26,26,25,27,28,27,0,1525,4.0552001,5104,28.73800087,286,0,0,23,5,2,111,0,0,0,0,0,0,22.66110039,0,0,0
16,164,162,-72.2500,9.5000,19.453,1.4,8.17,5.111115084,0.819150805,1.559901953,5.770795822,3282.679932,-14997.11328,13.08931637,-1.05E-07,6.94E-05,-10.53490829,2.802897215,3.434856892,1.676258087,1277.417969,0.001310504,6,15235,4638,9,0,9,75,25,14,0,0,9,0,9,14,0,0,0,0,0,0,184,0,0,0,0,72,0,0,100,0,0,20,16,0,0,0,0,0,0,0,0,0,0,0,0,33,20.72341347,0,0,0,0,0,0,80,0,0,0,0,20,1,35,23,2,NA,NA,1570,95,51,176,192,0,1,32,24,27,2,26,16,22,2,134,27,33,29,29,29,27,0,1541,6,7740,28.71199989,283,0,0,22,5,2,111,0,0,0,0,100,0,7.61590004,0,0,0
49,165,163,-70.8330,9.5670,20.497,1.4,8.61,30.38888634,0.986320674,1.564947963,4.81981802,613.7168579,-2655.031494,0.538583398,-8.39E-07,0.121900439,-2.646867275,15.37494469,29.33389473,1.054990768,810.2792969,0.001300316,30,14208,5372,9,0,9,50,0,9,50,0,9,0,9,9,0,0,0,0,0,0,71,0,0,0,100,72,0,0,0,0,0,40,13,0,0,0,0,0,0,0,0,0,0,0,0,33,20.72341347,0,0,0,0,0,0,100,0,0,0,0,0,7,22,13,-19,-1,5,1569,85,67,108,126,0,1,33,24,28,2,24,12,21,3,132,30,33,27,28,31,29,0,1161,28.00219917,6895,28.56900024,281,0,0,50,5,2,111,0,100,0,0,0,0,3.182100058,0,0,0
66,166,164,-70.8800,9.3400,14.858,1.45,6.46,42.55555562,0.866061509,1.568376184,5.083908081,-22408.70508,-65591.45313,-1.341183901,1.63E-06,0.004697646,-7.131928444,7.479861736,42.55555725,0,1339.189697,0,42,14833,5371,14,0,14,50,50,14,0,0,14,0,14,14,0,0,0,0,0,0,51,40,0,0,60,72,0,0,0,0,0,30,13,0,0,0,0,0,0,0,0,0,0,0,0,33,20.69725037,0,0,0,0,0,0,0,0,0,0,0,100,7,37,22,-35,2,8,1557,86,77,103,117,1,1,33,23,29,2,24,12,21,3,130,28,31,29,29,31,29,0,1147,45,8155,28.45849991,279,40,0,50,3,14,111,0,60,0,0,0,0,1.964300036,0,0,0
120,167,165,-72.2500,8.2500,17.077,1.45,7.43,86.30557954,1.106141925,1.569501281,0.099452689,-28453.56836,-88815.15625,-3.037339926,5.97E-07,0.000984957,-9.319429398,5.472706318,86.30558014,0,1932.194092,0,86,15574,5352,14,0,14,0,0,14,100,0,9,0,14,14,0,0,0,0,0,0,48,0,0,0,100,72,0,0,0,0,0,40,16,0,0,0,0,0,0,0,0,0,0,0,0,33,20.73903847,0,0,0,0,0,0,20,0,0,0,0,80,6,22,11,-47,1,11,1560,249,195,166,196,2,1,36,22,28,3,24,7,20,5,129,27,29,27,29,30,28,0,2403,85,4989,28.19849968,275,0,0,32,3,14,111,0,100,0,0,0,0,2.368999958,0,0,0
341,168,166,-72.1500,7.9500,17.518,1.5,7.88,2329.221896,1.346874595,1.570737481,4.246413708,486849.3125,-88395.40625,6.390455246,2.76E-05,0.00010906,-14.79974365,3.393929005,856.1895142,1473.032471,393.1484375,0.789329946,2378,13300,3803,14,0,14,25,50,10,25,0,14,0,14,14,0,0,0,0,0,0,25,0,0,0,0,11,0,0,0,0,0,30,16,40,0,0,0,0,0,0,0,0,60,0,0,38,23.6382637,0,0,0,0,0,0,0,20,0,0,0,80,3,10,7,-37,8,9,1533,63,63,97,88,47,1,27,8,20,4,12,-7,8,4,66,21,24,24,21,22,23,0,895,2108,6169,15.04899979,149,0,0,42,10,12,61,0,0,0,0,0,0,3.057800055,40,0,0
321,170,168,-66.4580,10.0170,15.65,1.4,6.57,763.0842071,1.396461725,1.570739269,0.537584364,-152694.2344,-192070.8125,-4.21217823,2.14E-05,0.000461831,-12.96700287,4.926890373,224.6583862,538.4258423,411.3513184,0.566897035,767,14447,5572,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,101,0,0,0,70,37,0,0,0,0,0,40,1,0,30,0,0,0,0,0,0,0,0,0,0,34,21.57995033,100,0,0,0,0,0,0,0,0,0,0,0,5,43,23,2,NA,NA,1515,92,42,200,165,41,1,26,15,21,2,21,14,19,2,72,20,22,24,22,22,21,0,1593,654,8666,24.5,235,0,0,42,5,2,115,0,70,0,0,0,0,0,0,30,0
286,171,169,-69.2310,10.0010,22.38,1.4,9.4,485.7502381,1.659559369,1.570636272,0.911134303,17620.94336,-201568.9844,2.040421247,6.00E-06,0.000233667,-13.03714657,3.95265913,404.2941895,81.45605469,904.5,0.082616314,487,12288,3781,13,0,13,25,75,13,0,0,13,0,13,13,0,0,0,0,0,0,17,0,0,0,60,37,0,0,40,0,0,30,13,0,0,0,0,0,0,0,0,0,0,0,0,34,21.32306099,0,0,0,0,0,0,0,0,0,0,100,0,5,13,7,-178,-17,40,1548,35,27,118,72,15,2,38,21,29,4,24,16,20,2,123,28,34,31,25,28,28,0,825,476,3108,25.65699959,244,0,0,42,7,12,100,0,60,0,0,40,0,0,0,0,0
300,172,170,-69.7920,9.8000,10.783,1.4,4.53,601.5833457,1.745419145,1.568008661,1.034359932,-86675.46094,-499750.125,-35.67990875,2.84E-05,0.090073705,-2.462462664,18.50110626,601.583374,0,1416.665039,0,598,13951,4085,13,0,13,100,0,13,0,0,13,0,13,13,0,0,0,0,0,0,55,0,30,0,70,11,0,0,0,0,0,20,14,0,0,0,0,0,0,0,0,0,0,0,0,35,21.34649849,0,0,0,0,0,0,0,0,0,0,100,0,5,20,6,-222,23,50,1513,50,35,67,73,1,2,35,25,30,2,24,18,21,1,127,29,32,32,31,35,32,0,671,608,4578,24.79899979,247,0,30,10,10,13,115,0,70,0,0,0,0,0.035100002,0,0,0
213,174,172,-66.3320,9.3800,9.297,1.5,4.18,187.2777763,2.355699778,1.569645286,2.335844994,-26045.08008,-2864.784424,-5.39268446,-5.31E-06,0.000246124,-10.82407093,4.147148609,164.7503357,22.5274353,223.0546875,0.091730759,187,10770,3797,12,0,12,100,0,14,0,0,14,0,14,14,0,0,0,0,0,0,55,0,0,0,0,80,0,0,30,0,0,20,18,0,0,0,0,0,0,0,0,0,0,70,0,34,20.83262062,0,0,0,0,0,0,0,0,0,40,0,60,7,14,12,-2,-2,1,1566,18,10,149,123,2,1,44,25,32,5,24,20,22,1,129,35,41,36,30,29,32,0,895,186,3633,27.54199982,265,0,0,41,7,14,130,0,0,0,0,30,0,0,0,0,0
75,175,173,-66.4370,8.1310,1.718,1.55,0.8,51.13888366,1.733908772,1.562934995,3.693248034,-1815.257935,-2488.306641,-1.957068086,1.84E-06,0.000233381,-8.955924988,4.103126049,50.11200714,1.026878357,71.90478516,0.014080008,51,8807,2330,10,0,10,0,100,10,0,0,10,0,10,10,0,0,0,0,0,0,164,0,0,0,0,72,0,0,65,0,0,30,14,0,0,0,0,0,0,0,0,0,0,35,0,34,20.69944191,0,0,0,0,0,0,0,100,0,0,0,0,1,5,2,2,NA,NA,1570,31,23,202,232,0,1,38,26,32,3,26,22,24,1,140,35,42,33,31,32,32,0,1460,51,3559,28.41950035,274,0,0,32,3,10,111,0,0,0,0,65,0,0.153699994,0,0,0
80,177,175,-66.4390,8.1320,16.617,1.4,6.98,51.13888366,1.733908772,1.562934995,3.693248034,-1815.257935,-2488.306641,-1.957068086,1.84E-06,0.000233381,-8.955924988,4.103126049,50.11200714,1.026878357,71.90478516,0.014080008,51,8807,2330,10,0,10,0,100,10,0,0,10,0,10,10,0,0,0,0,0,0,164,0,0,0,0,72,0,0,65,0,0,30,14,0,0,0,0,0,0,0,0,0,0,35,0,34,20.69944191,0,0,0,0,0,0,0,100,0,0,0,0,1,5,2,2,NA,NA,1570,31,23,202,232,0,1,38,26,32,3,26,22,24,1,140,35,42,33,31,32,32,0,1460,51,3559,28.41950035,274,0,0,32,3,10,111,0,0,0,0,65,0,0.153699994,0,0,0
334,179,177,-66.9010,10.3730,24.457,1.4,10.27,1251.63868,1.145675898,1.570585489,4.549668312,446154.2188,336248.125,28.82137108,-8.54E-06,8.39E-05,-13.78609085,3.220333099,515.28479,736.3538818,518.6523438,0.586733222,1246,14820,5057,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,11,0,0,0,70,37,0,0,0,0,0,40,1,0,30,0,0,0,0,0,0,0,0,0,0,37,22.07078552,100,0,0,0,0,0,0,0,0,0,0,0,5,37,24,-174,5,39,1559,63,22,163,142,15,1,26,15,21,2,18,14,16,1,87,20,23,23,21,22,22,0,1153,1274,7770,20.46999931,196,0,0,42,5,2,14,0,70,0,0,0,0,0,0,30,0
335,180,178,-66.9030,10.3730,20.572,1.4,8.64,1251.63868,1.145675898,1.570585489,4.549668312,446154.2188,336248.125,28.82137108,-8.54E-06,8.39E-05,-13.78609085,3.220333099,515.28479,736.3538818,518.6523438,0.586733222,1246,14820,5057,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,11,0,0,0,70,37,0,0,0,0,0,40,1,0,30,0,0,0,0,0,0,0,0,0,0,37,22.07078552,100,0,0,0,0,0,0,0,0,0,0,0,5,37,24,-174,5,39,1559,63,22,163,142,15,1,26,15,21,2,18,14,16,1,87,20,23,23,21,22,22,0,1153,1274,7770,20.46999931,196,0,0,42,5,2,14,0,70,0,0,0,0,0,0,30,0
148,182,180,-66.5020,3.4170,3.365,1.6,1.62,114.5833274,1.86830759,1.568106771,3.498786926,-4463.263672,-9449.822266,-1.866906166,0.223641261,0.114937313,-2.254532576,19.42542267,114.8069687,0,754.0852051,0,112,12970,4702,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,3488,40,0,60,0,67,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,1,34,20.70939445,100,0,0,0,0,0,0,0,0,0,0,0,7,43,22,2,NA,NA,1566,161,200,454,309,1,1,30,23,26,2,25,19,22,2,119,26,28,27,24,26,26,0,3372,117,7904,27.9904995,270,40,0,32,3,2,53,60,0,0,0,0,0,3.530400038,0,0,0
146,183,181,-67.1720,2.2270,18.782,1.5,8.45,104.9999966,1.378599763,1.56409657,4.198786736,4621.050781,12290.2041,0.323305637,3.36E-06,7.85E-05,-10.7896862,2.93581748,92.85952759,12.14047241,515.2375488,0.023020437,108,13145,4748,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,4670,0,0,55,0,67,0,0,45,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,34,20.72213554,100,0,0,0,0,0,0,0,0,0,0,0,4,39,24,2,NA,NA,1569,199,256,414,282,0,1,29,18,25,2,24,16,22,2,119,27,26,24,24,27,26,0,3453,110,8062,28.0359993,263,0,0,32,3,2,44,55,0,0,0,45,0,5.105100155,0,0,0
182,185,183,-65.9320,2.6970,10.183,1.5,4.58,154.7500092,1.782750845,1.566643357,1.088569164,24430.64453,-29703.20313,10.29047298,6.10E-06,6.94E-05,-11.49936485,2.803081989,117.7269516,37.02306366,992.2084961,0.03597156,161,13722,5085,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,3740,40,0,60,0,67,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,1,34,20.79566765,100,0,0,0,0,0,0,0,0,0,0,0,7,50,20,2,NA,NA,1569,173,220,404,273,0,1,28,22,26,1,23,19,22,1,118,26,27,25,25,25,26,0,3209,147,8636,27.7954998,266,40,0,32,3,2,43,60,0,0,0,0,0,3.116699934,0,0,0
186,186,184,-65.1020,2.4170,12.755,1.35,5.17,151.249994,0.82199949,1.565939903,5.219486713,-1238.581543,-5616.008301,0.350701839,6.04E-06,0.000254362,-9.539731979,4.020257473,148.1156769,3.13432312,1100.595215,0.002839756,152,14433,5002,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,3614,0,0,0,0,67,0,100,0,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,1,34,20.77902603,100,0,0,0,0,0,0,0,0,0,0,0,7,49,20,2,NA,NA,1565,127,167,290,178,1,1,32,21,25,2,24,15,22,2,121,25,27,25,24,26,27,0,2284,151.0144958,8523,27.76950073,267,0,0,32,3,2,107,0,0,100,0,0,0,6.114799976,0,0,0
196,187,185,-66.0820,3.4970,9.308,1.45,4.05,204.0556003,1.548800826,1.5699507,0.754500926,81726.75,-170070.4531,24.83195305,2.75E-06,6.99E-05,-12.92566681,2.897276402,141.9024811,62.15312195,1117.43042,0.052690733,215,13638,5057,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,5475,0,0,0,0,67,0,0,0,0,0,40,1,0,0,0,60,0,0,40,0,0,0,0,1,34,20.91873741,100,0,0,0,0,0,0,0,0,0,0,0,6,47,22,2,NA,NA,1562,179,236,459,291,2,1,31,21,25,2,23,18,22,1,110,26,28,25,24,25,26,0,3403,161,8881,27.7045002,267,0,0,41,1,2,107,0,0,0,0,0,0,1.020599961,0,0,0
123,188,186,-66.9220,6.5770,8.29,1.45,3.61,79.63885044,1.073575974,1.57030344,4.667189121,142219.6563,-323488.8125,7.155005932,-3.09E-06,0.000190956,-12.18288803,3.74449563,70.93556213,8.703285217,483.7480469,0.017673392,78,11437,3164,10,0,10,0,0,10,0,0,10,0,10,10,100,0,0,0,0,0,492,0,0,45,0,72,0,0,0,0,0,140,13,0,0,0,55,0,0,0,0,0,0,0,0,34,20.70670128,0,0,0,0,0,0,0,100,0,0,0,0,7,12,5,2,NA,NA,1550,40,53,329,261,3,1,41,26,33,4,26,22,24,1,124,35,41,36,31,32,33,0,2043,87,4359,28.18549919,274,0,0,32,3,9,111,45,0,0,0,0,0,0,0,0,0
143,189,187,-64.0820,7.9170,8.84,1.6,4.24,81.63903908,1.499629736,1.570436597,0.684758425,112539.4766,40277.82031,7.697987556,-9.93E-07,0.000146308,-12.69549179,3.599343777,27.51836586,54.12067413,190.1345215,0.221574306,85,11012,2996,14,0,14,0,0,14,25,0,14,0,14,14,25,0,0,50,0,0,139,60,0,40,0,72,0,0,0,0,0,180,13,0,0,0,0,0,0,0,0,0,0,0,0,33,20.98221397,0,0,0,0,0,0,0,0,0,0,0,100,7,11,4,2,NA,NA,1565,40,20,177,150,7,1,37,25,29,3,25,12,23,2,121,30,34,35,28,29,31,0,1173,108,4750,28.04899979,274,0,0,32,3,10,110,45,0,0,0,0,0,0,0,0,0
160,190,188,-66.0820,5.0770,4.182,1.5,1.88,120.7777645,1.260896206,0.16778028,3.141592741,-7500.896973,-14242.36523,-20.54991531,2.950888395,0.306061774,5.537525177,1.933743358,123.7031174,0.025535583,1181.85083,2.16E-05,122,13699,4271,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,3173,0,0,40,0,67,0,0,0,0,0,40,1,0,0,0,60,0,0,0,0,0,0,0,0,34,20.67961502,100,0,0,0,0,0,0,0,0,0,0,0,7,49,18,2,NA,NA,1568,69,95,414,289,1,1,32,20,26,2,24,11,21,3,127,27,30,28,25,27,27,0,2597,128,7727,27.91900063,274,0,0,32,3,2,111,40,0,0,0,0,0,4.919300079,0,0,0
188,191,189,-65.8320,4.6670,6,1.6,2.88,158.8056372,2.313323975,1.570464492,2.059495687,53868.48438,45881.22266,12.73755741,-3.70E-06,0.000138214,-12.64488983,3.695127487,137.6869965,21.11863708,955.3757324,0.021626994,152,13771,5408,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,5693,0,0,40,0,67,0,0,0,0,0,40,1,0,0,0,60,0,0,0,0,0,0,0,1,34,20.78442764,100,0,0,0,0,0,0,0,0,0,0,0,7,51,21,2,NA,NA,1559,71,105,429,291,8,1,31,21,26,2,25,20,22,1,116,26,28,27,25,25,26,0,2705,154,8659,27.75,270,0,0,32,3,2,8,40,0,0,0,0,0,1,0,0,0
302,192,190,-67.1020,5.5270,12.038,1.5,5.42,618.9999842,0.799431384,1.570380449,5.328854561,183736.5625,351436.5,29.49935532,1.58E-05,0.000110637,-12.64168835,3.534262896,253.7685547,365.2314453,519.6958008,0.412724823,614,12148,4860,2,0,2,0,0,2,100,0,2,0,2,2,0,0,0,0,0,0,2541,30,0,0,0,67,0,0,0,0,0,40,1,70,0,0,0,0,0,0,0,0,0,0,1,34,21.52108002,100,0,0,0,0,0,0,0,0,0,0,0,6,49,20,2,NA,NA,1569,89,99,443,307,5,1,29,19,25,2,21,17,20,1,90,25,27,24,24,26,25,0,2828,665,8833,24.42849922,246,30,0,41,1,2,106,0,0,0,0,0,0,1,70,0,0
135,193,191,-62.4720,8.2770,11.018,1.5,4.96,106.6388197,1.37958169,1.569991112,4.198901176,-314861.7188,-331126.9063,-25.86548805,-2.83E-06,0.001282135,-9.29887104,6.043141842,101.5305023,5.108314514,403.5256348,0.012500955,109,13207,4450,9,0,9,0,100,9,0,0,14,0,9,14,0,0,0,0,0,0,26,0,0,0,0,67,0,0,0,0,0,30,18,70,0,0,30,0,0,0,0,0,0,0,0,34,20.72213554,0,0,0,0,0,0,80,0,0,0,0,20,7,16,7,-33,3,8,1547,68,28,158,105,3,1,36,23,28,3,24,16,22,2,125,26,31,32,27,28,28,0,1077,100,4867,28.10099983,265,0,0,32,2,14,85,0,0,0,0,0,0,0.094700001,70,0,0
